Oil Climate Index Consolidated Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Created,10/25/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oil Climate Index Webtool - Phase II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer to oci.carnegiendowment.org/methodology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subtitle/Reference,Subtitle/Reference,Data Field Names,Units,Notes/Sources,List of oils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Special Cases Start Here ----->,d,d,d,d,d,d,d,d,d,,
,,Region,,,Middle East & N. Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Asia-Pacific,Russia & Eurasia,S. America & Carribean,S. America & Carribean,North America,Asia-Pacific,Asia-Pacific,Asia-Pacific,S. America & Carribean,S. America & Carribean,S. America & Carribean,Asia-Pacific,Asia-Pacific,Asia-Pacific,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Russia & Eurasia,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,North America,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Europe,Europe,Europe,Middle East & N. Africa,Middle East & N. Africa,Russia & Eurasia,Russia & Eurasia,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,S. America & Carribean,S. America & Carribean,North America,North America,North America,North America,Europe,North America,Russia & Eurasia,Europe,S. America & Carribean,,
,1.7   Non-integrated upgrader,,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8   Crude oil transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.8.1   Fraction of oil transported by each mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.8.1.1   Ocean tanker,[-],,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,1,1,1,1,1,,
,,1.8.1.2   Barge,[-],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,1.8.1.3   Pipeline,[-],,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0.33333,0.33333,0.65,0.65,0.65,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,1,0,1,0,1,,
,,1.8.1.4   Rail,[-],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66666,0.66666,0.35,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,1.8.2   Transport distance (one way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.8.2.1   Ocean tanker,Mile,,5762.42,7984,7984,7696.26,13605.06,8252,6200,5387,3189,11801,12285.05,11734.5,1978.99,1978.99,2833.59,5082,13500,13500,11497.73,11631.41,7860.06,11596.72,11596.72,11550,13025,11526.26,11500,7785.37,1126.58,6940,6940,6926,6940,7127,6940,4942,5082,4942,11285.92,11387.31,6935.6,10534.99,11327,11370.88,11619.81,11059.88,11327,7491,0,0,0,0,0,0,0,0,5154,0,5154,0,0,0,5154,0,2443,2146.96,,,,,6135,765,10417,4942,2239.1,,
,,1.8.2.2   Barge,Mile,,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,0,500,0,500,500,0,0,0,0,500,0,0,0,500,0,0,0,668,668,668,0,0,0,0,0,0,0,0,0,0,0,500,0,,,,,500,500,0,0,0,,
,,1.8.2.3   Pipeline,Mile,,315,0,0,24,80,518,0,0,750,0,0,0,480,515,300,750,340,340,45,99,600,361,40,0,900,0,0,267,82,0,750,0,750,50,750,220,750,220,93,67,1032,3288,250,165,0,60,150,800,1500,1500,462,462,462,213.6,335,495,120,1400,150,477,495,1350,25,454,140,0,,,,,750,750,140,220,124,,
,,1.8.2.4   Rail,Mile,,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,800,0,800,0,800,800,0,0,0,0,800,0,0,0,800,0,1500,1500,200,200,200,0,0,0,0,0,0,0,0,0,0,0,800,0,,,,,800,800,0,0,0,,
,,"1.8.3   Ocean tanker size, if applicable",Ton,,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,,,,,250000,250000,250000,250000,250000,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.9   Small sources emissions,,gCO2eq/MJ,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,0.5,0.5,0.5,0.5,0.5,,
2 Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Output variables,,,,,,,,,,,Field 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Field name,,,,Hassi R'Mel,Girassol,Kuito,Takula,Cossack,Azeri,Frade,Lula,Hibernia,Bozhong,Huizhou 21-1,Qinhuangdao 32-6,Cano Limon,Cusiana,Sacha,Bombay High,Duri,Minas,Aboozar,Marun,Kirkuk,Rumaila,West Qurna -2,Zubair,Tengiz,Burgan,Ratawi,Waha,Chuc,Agbami,Bonga,Bonny,Escravos Beach,Obagi,Pennington,Ekofisk,Oseberg,Skarv,Bul Hanine,Dukhan,Romashkinskoye,Samotlor,Ghawar,Safaniya,Zuluf,Fateh,Murban,ANS,Bakken - Flaring,Bakken - No flaring,Eagle Ford - Black oil,Eagle Ford - Volatile oil,Eagle Ford - Condensate,East Texas Field,Lake Washington Field,Mars,Midway-Sunset,Salt Creek,South Belridge,Spraberry,Thunder Horse,WC,Wilmington-Duffy,Yates,Hamaca,Tia Juana ,INTENTIONALLY LEFT BLANK FOR OIL SANDS,,,,Dansk Blend,Cantarell,Chayvo,Forties Blend,Orinoco 60% / Santa Barbaros 40%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1   Exploration (e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.1.1   Total energy consumption,MJ/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,2.1.2   Total GHG emissions,gCO2eq/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,2.1.2.1   Combustion/land use,gCO2eq/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,2.1.2.2   VFF,gCO2eq/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2   Drilling & Development (d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.2.1   Total energy consumption,MJ/MJ,,0,0,0.001,0,0.001,0.001,0.001,0.016,0.002,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0.002,0.005,0.001219693,0.000547352,,
,,2.2.2   Total GHG emissions,gCO2eq/MJ,,0.44,0.06,0.1,0.13,0.19,0.16,0.09,1.29,0.2,0.2,0.21,0.13,1.34,1.8,2.5,1.3,6.5,0,0.1,3.6,1.3,1.4,3.5,0.3,0.3,0.2,0.2,1.3,0.5,0.4,0.1,2.6,0.2,2.4,0.3,0.2,1.4,0.3,0.2,1.3,1.3,1.3,0.2,0.4,0.2,0.2,0.2,0.2,0.8,0.8,1.4,1.4,1.4,1.3,0.3,0.6,0.4,3.4,0.4,1.4,0.6,3.5,0.1,1.3,6.5,3.4,,,,,0.095,0.13,0.62,0.111569424,2.463346036,,
,,2.2.2.1   Combustion/land use,gCO2eq/MJ,,0.44,0.06,0.1,0.13,0.19,0.16,0.09,1.29,0.2,0.2,0.21,0.13,1.34,1.8,2.5,1.3,6.5,0,0.1,3.6,1.3,1.4,3.5,0.3,0.3,0.2,0.2,1.3,0.5,0.4,0.1,2.6,0.2,2.4,0.3,0.2,1.4,0.3,0.2,1.3,1.3,1.3,0.2,0.4,0.2,0.2,0.2,0.2,0.8,0.8,1.4,1.4,1.4,1.3,0.3,0.6,0.4,3.4,0.4,1.4,0.6,3.5,0.1,1.3,6.5,3.4,,,,,0.095,0.13,0.62,0.111569424,2.463346036,,
,,2.2.2.2   VFF,gCO2eq/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.3   Crude production & extraction (p),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.3.1   Total energy consumption,MJ/MJ,,-0.004,0.001,0.007,0.014,0.002,0.01,0.008,0.015,0.002,0.005,0.023,0.01,0.003,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.3,0,0.4,0.1,0.2,0,0,0,0.1,0,0,0,,,,,0,0.022,0.018,0.062652574,0.014640597,,
,,2.3.2   Total GHG emissions,gCO2eq/MJ,,1.44,0.09,0.52,1.3,0.39,0.96,0.61,1.14,0.16,1.39,1.57,0.55,0.18,1.5,0.4,5.8,31.1,1.8,0.1,3.1,0.4,0.7,0,0.4,0,0.1,0.8,2.4,1.9,1.8,0,0.1,0.4,1.2,1.3,0.2,2.4,0,1.6,6,0.6,1.7,0.2,0,0.7,1.1,0,10.2,0.4,0.4,0.2,0.2,0.3,5.2,16.8,1.5,29.3,3.8,12.7,0.5,1.1,1.6,4.9,0.4,0.1,1.5,,,,,0.011,0.99,1.83,3.870397238,1.716784906,,
,,2.3.2.1   Combustion/land use,gCO2eq/MJ,,1.44,0.09,0.52,1.3,0.39,0.96,0.61,1.14,0.14,1.38,1.56,0.54,0.18,1.5,0.3,5.8,31,1.7,0.1,3.1,0.4,0.7,0,0.4,0,0.1,0.8,2.4,1.9,1.8,0,0,0.4,1.2,1.3,0.2,2.4,0,1.6,6,0.5,1.7,0.2,0,0.7,1.1,0,10.2,0.4,0.4,0.2,0.2,0.2,3.8,16.7,1.5,28.7,3.5,12.6,0.2,1.1,1.5,4.8,0.4,0.1,1.5,,,,,0,0.98,1.83,3.862613886,1.71447106,,
,,2.3.2.2   VFF,gCO2eq/MJ,,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,1.4,0,0,0.6,0.3,0.2,0.3,0,0.1,0.1,0.1,0,0,,,,,0.011,0,0,0.007783351,0.002313845,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4   Surface processing (s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.4.1   Total energy consumption,MJ/MJ,,0.04,0.023,0.019,0.034,0.023,0.024,0.021,0.05,0.014,0.047,0.068,0.019,0.021,0,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0,0,0.1,0,0,0,0,0.1,0.2,0.2,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.037,0.029,0.046,0.028541974,0.034829788,,
,,2.4.2   Total GHG emissions,gCO2eq/MJ,,47.46,4.26,3.36,5.58,6.24,4.85,3.65,6.91,3.2,12.17,8.42,3.03,3.64,5.6,6.6,9.4,2.9,6.2,6.8,7.5,10,8.7,7.5,19.3,3.8,3.4,6.7,8.2,4.8,6.1,4.3,39.4,22.1,41.4,13.6,4.4,9.1,11.3,6.8,7.1,2.8,3.4,4,3,4.8,5.2,5.4,6.8,13.9,3.9,5.9,7.1,40.5,3.2,4.9,5.6,2.7,2.9,2.9,6.3,4.9,7.7,2.8,3.3,2.5,2.6,,,,,10.259,4,8.83,4.380986996,7.938132056,,
,,2.4.2.1   Combustion/land use,gCO2eq/MJ,,14.65,0.72,0.06,1.01,1.5,1.04,0.68,1.17,0.15,3.46,0.96,0.19,0.01,1.3,0.7,1.4,0,1,0.7,0.9,0.9,0.6,0.6,0.4,0.4,0.2,0.7,2.2,1,1.3,0.8,9.8,0.5,9.2,0.7,0.8,2.6,3,1,1.5,0,0.2,0.7,0.1,1,0.9,1.1,1.7,0.4,0.6,0.9,1.4,2.7,0.1,1,1.4,0.1,0,0.3,1.2,0.9,2.5,0.1,0.2,0.2,0.2,,,,,2.281,0.65,2.37,0.069632207,2.284979224,,
,,2.4.2.2   VFF,gCO2eq/MJ,,32.8,3.53,3.3,4.57,4.74,3.81,2.98,5.74,3.05,8.7,7.46,2.84,3.63,4.3,5.9,8,2.9,5.2,6.1,6.5,9.1,8.2,6.9,18.9,3.4,3.2,5.9,6,3.8,4.8,3.4,29.6,21.7,32.2,12.8,3.5,6.5,8.3,5.8,5.6,2.8,3.2,3.3,2.9,3.8,4.3,4.4,5.1,13.5,3.3,5,5.7,37.8,3.1,3.8,4.2,2.6,2.9,2.6,5.1,4.1,5.3,2.7,3.1,2.3,2.4,,,,,7.978,3.36,6.46,4.311354789,5.653152833,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5   Maintenance (m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.5.1   Total energy consumption,MJ/MJ,,0.003,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0.000122807,0.000448717,,
,,2.5.2   Total GHG emissions,gCO2eq/MJ,,1.67,0.1,0.11,0.13,0.22,0.13,0.17,0.25,0.08,0.42,0.25,0.09,0.11,0.2,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.1,1.1,0.1,1.1,0.1,0.1,0.3,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,1.2,0.1,0.1,0.1,0.2,0.4,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0,0.1,,,,,0.267,0.21,0.27,0.076317088,0.276099957,,
,,2.5.2.1   Combustion/land use,gCO2eq/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,2.5.2.2   VFF,gCO2eq/MJ,,1.67,0.1,0.11,0.13,0.22,0.13,0.17,0.25,0.08,0.42,0.25,0.09,0.11,0.2,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.1,1.1,0.1,1.1,0.1,0.1,0.3,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,1.2,0.1,0.1,0.1,0.2,0.4,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0,0.1,,,,,0.267,0.21,0.27,0.076317088,0.276099957,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,2.6   Waste disposal (w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,2.6.1   Total energy consumption,MJ/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,2.6.2   Total GHG emissions,gCO2eq/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,2.6.2.1   Combustion\land use,gCO2eq/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,2.6.2.2   VFF,gCO2eq/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.7   Diluent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.7.1   Total energy consumption,MJ/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,2.7.2   Total GHG emissions,gCO2eq/MJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.8   Non-integrated upgrader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.8.1   Total energy consumption,MJ/MJ,Note: SCO produces coke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,,,,,0,0,0,0,0,,
,,2.8.2   Total GHG emissions,gCO2eq/MJ,Add into combustion for SCOs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,0,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.9   Crude transport (t),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.9.1   Total energy consumption,MJ/MJ,,0.01,0.012,0.012,0.011,0.02,0.015,0.009,0.008,0.005,0.017,0.017,0.017,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.014,0.001,0.016,0.007124259,0.004263938,,
,,2.9.2   Total GHG emissions,gCO2eq/MJ,,0.8,0.93,0.94,0.9,1.59,1.19,0.74,0.63,0.34,1.41,1.4,1.4,0.45,0.5,0.5,0.9,1.8,1.7,1.4,1.4,1.2,1.5,1.4,1.3,1.9,1.3,1.4,1,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.9,0.6,1.3,1.3,1.3,2.7,1.4,1.4,1.3,1.3,1.4,1.2,1,1,0.4,0.4,0.4,0.1,0.2,0.2,0.1,0.6,0.1,0.2,0.2,0.6,0,0.2,0.4,0.3,,,,,1.057,0.09,1.27,0.570882959,0.325415187,,
,,2.9.3   Loss factor,NA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1.000062,1.000062,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.10   Other small sources,,gCO2eq/MJ,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,0.5,0.5,0.5,0.5,0.5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
